time,value
09-10-13 16:25,9.4666996
09-10-13 16:30,48.39475441
09-10-13 16:35,58.66946888
09-10-13 16:40,53.40232944
09-10-13 16:45,38.98333359
09-10-13 16:50,26.301325800000004
09-10-13 16:55,20.55782032
09-10-13 17:00,16.63250408
09-10-13 17:05,14.851926800000001
09-10-13 17:10,16.08009109
09-10-13 17:15,14.76110897
09-10-13 17:20,13.04500256
09-10-13 17:25,10.96660023
09-10-13 17:30,11.56254082
09-10-13 17:35,8.633406447999999
09-10-13 17:40,7.823102187999999
09-10-13 17:45,7.924082756000001
09-10-13 17:50,6.950515556
09-10-13 17:55,7.67629261
09-10-13 18:00,7.099948502
09-10-13 18:05,6.631999397
09-10-13 18:10,6.896061897
09-10-13 18:15,7.667699623
09-10-13 18:20,7.668505287
09-10-13 18:25,8.231284142
09-10-13 18:30,10.36753826
09-10-13 18:35,11.56273804
09-10-13 18:40,12.70139198
09-10-13 18:45,13.03386154
09-10-13 18:50,13.63654518
09-10-13 18:55,12.09192276
09-10-13 19:00,13.24844818
09-10-13 19:05,13.48989468
09-10-13 19:10,12.87970085
09-10-13 19:15,12.01918488
09-10-13 19:20,11.8593729
09-10-13 19:25,11.62876167
09-10-13 19:30,11.00758362
09-10-13 19:35,10.90332851
09-10-13 19:40,11.81079121
09-10-13 19:45,10.99977455
09-10-13 19:50,13.53338509
09-10-13 19:55,9.875330734
09-10-13 20:00,11.11868458
09-10-13 20:05,10.62317543
09-10-13 20:10,7.708661842000001
09-10-13 20:15,8.200862503
09-10-13 20:20,8.843550873
09-10-13 20:25,9.629558754
09-10-13 20:30,6.774819946
09-10-13 20:35,6.566374778999999
09-10-13 20:40,9.010331726
09-10-13 20:45,8.727870178
09-10-13 20:50,7.385520744
09-10-13 20:55,8.374967384
09-10-13 21:00,7.803866768
09-10-13 21:05,7.918670845
09-10-13 21:10,6.7060789110000005
09-10-13 21:15,7.806671715
09-10-13 21:20,7.684614182000001
09-10-13 21:25,7.279718399
09-10-13 21:30,6.597038078
