model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",32.9516,0.033,0.11553407,33.1425,0.4226,0.0003,0.3555,0.011,0.0004,0.02,48.2493,33.4459,0.4226,0.1427,0.3555,60.8538,12401.6899,111.3629,38.1565,29.124
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",35.2647,0.0353,0.14595199,35.5117,0.3876,0.0003,0.3117,0.0116,0.0004,0.0207,50.0859,34.7037,0.3876,0.2017,0.3117,64.3303,13245.7833,115.0903,39.8449,30.3266
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",36.5145,0.0365,0.19409251,36.8272,0.4086,0.0003,0.3158,0.0124,0.0004,0.0207,55.3727,37.3891,0.4086,0.1728,0.3158,68.7807,13167.0705,114.7479,43.7011,32.7217
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",35.4414,0.0354,0.14818311,35.6631,0.3804,0.0003,0.3274,0.0108,0.0004,0.0205,43.6305,31.3661,0.3804,0.1345,0.3274,60.1862,12943.524,113.7696,35.0571,27.3455
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",34.4253,0.0344,0.09894776,34.5791,0.4001,0.0003,0.3141,0.0121,0.0004,0.0207,52.6596,36.0871,0.4001,0.164,0.3141,67.0572,13199.818,114.8905,41.7605,31.5531
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",34.9939,0.035,0.11295342,35.2434,0.3656,0.0003,0.3373,0.0097,0.0004,0.0203,37.9242,27.6271,0.3656,0.1613,0.3373,54.0891,12752.5978,112.9274,30.5848,24.1099
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",34.5955,0.0346,0.08252716,34.7211,0.3909,0.0003,0.3539,0.01,0.0004,0.0201,39.2833,28.7317,0.3909,0.1201,0.3539,55.794,12432.9655,111.5032,31.6982,25.0163
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",37.9384,0.0379,0.10040855,38.1096,0.3091,0.0004,0.2095,0.0127,0.0005,0.0222,54.6226,37.152,0.3091,0.2255,0.2095,70.8168,15212.206,123.3378,43.6094,32.5728
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",37.2655,0.0373,0.10323453,37.513,0.4132,0.0003,0.3594,0.0102,0.0004,0.02,42.3774,30.4057,0.4132,0.124,0.3594,56.921,12326.5869,111.0252,33.9227,26.4265
"MLNN-1H-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse",36.6536,0.0367,0.13155508,36.909,0.4158,0.0003,0.3809,0.0098,0.0004,0.0196,38.6753,28.4352,0.4158,0.1151,0.3809,54.3131,11914.3107,109.1527,31.1114,24.7148
