model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",14533.5099,14.5335,0.10934401,14534.4233,0.2742,0.0005,-0.0009,0.0181,0.0006,0.025,80.2958,50.5981,0.2742,0.2934,-0.0009,100.5463,19260.1326,138.7809,63.9342,44.9403
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",14631.9916,14.632,0.13407993,14632.9865,0.2615,0.0005,0.1017,0.0156,0.0006,0.0237,66.667,44.3492,0.2615,0.2398,0.1017,86.5163,17285.4851,131.4743,53.2289,39.1437
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",14479.7698,14.4798,0.0833807,14480.8601,0.2661,0.0005,-0.0112,0.0186,0.0006,0.0251,86.3349,52.2898,0.2661,0.3185,-0.0112,103.22,19458.6505,139.4943,67.9634,46.5418
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",14668.6791,14.6687,0.1187005,14669.8975,0.2534,0.0006,-0.082,0.0197,0.0007,0.026,91.5775,54.762,0.2534,0.3529,-0.082,109.5695,20820.7784,144.2941,72.2978,48.8419
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",14597.4833,14.5975,0.11951303,14598.3871,0.2731,0.0005,0.0001,0.0184,0.0006,0.025,84.2849,51.6984,0.2731,0.3098,0.0001,101.9554,19242.3179,138.7167,66.5837,45.9765
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",14356.4616,14.3565,0.07520676,14357.5788,0.2612,0.0006,-0.0966,0.02,0.0007,0.0261,94.6065,55.1197,0.2612,0.3566,-0.0966,110.9828,21102.797,145.268,74.371,49.2376
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",14459.9177,14.4599,0.08600163,14460.473,0.2629,0.0006,-0.0582,0.0194,0.0007,0.0257,90.8682,54.0341,0.2629,0.3399,-0.0582,107.8424,20363.8855,142.7021,71.555,48.1876
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",7278.994,7.279,0.02621102,7279.3151,0.2649,0.0005,0.0002,0.018,0.0006,0.025,81.3698,50.4921,0.2649,0.2971,0.0002,99.8754,19239.167,138.7053,64.4558,44.8565
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",2872.071,2.8721,0.01793551,2872.1707,0.2606,0.0005,0.0661,0.0164,0.0006,0.0241,71.103,46.5035,0.2606,0.2569,0.0661,91.2361,17972.0388,134.0598,56.7257,41.1341
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",2858.4373,2.8584,0.01754308,2858.5295,0.2735,0.0005,-0.0319,0.019,0.0006,0.0254,87.7447,53.0207,0.2735,0.326,-0.0319,105.3146,19857.1388,140.9154,69.2371,47.2186
