model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",13233.8683,13.2339,0.19886661,13234.7495,0.2725,0.0005,0.0259,0.0177,0.0006,0.0246,79.0472,49.9757,0.2725,0.2882,0.0259,98.5305,18745.2193,136.9132,62.7845,44.358
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",13364.2391,13.3642,0.07518482,13365.2903,0.2667,0.0005,0.0129,0.0181,0.0006,0.0248,82.7645,51.3476,0.2667,0.3537,0.0129,100.7594,18994.3082,137.8198,65.4081,45.6863
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",13429.8073,13.4298,0.0942328,13430.4843,0.2698,0.0006,-0.0528,0.0191,0.0007,0.0256,85.2615,52.6877,0.2698,0.3162,-0.0528,106.0112,20258.6668,142.3329,67.8777,46.9102
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",13240.5418,13.2405,0.07898545,13241.5655,0.2693,0.0006,-0.092,0.0199,0.0007,0.0261,90.4919,54.8147,0.2693,0.3444,-0.092,110.6596,21013.017,144.9587,71.8568,48.88
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",13139.2739,13.1393,0.07192278,13140.0009,0.2723,0.0005,0.0387,0.0176,0.0006,0.0245,79.4237,49.9319,0.2723,0.288,0.0387,97.9656,18498.0867,136.0077,62.8711,44.3268
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",13513.2605,13.5133,0.12271261,13514.2209,0.273,0.0005,0.0022,0.0181,0.0006,0.0249,80.1258,50.7269,0.273,0.2951,0.0022,100.7085,19201.2417,138.5685,63.8223,45.0466
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",13403.9929,13.404,0.08378577,13405.0018,0.263,0.0005,0.0843,0.0164,0.0006,0.0239,71.7063,46.8025,0.263,0.3071,0.0843,90.9489,17621.295,132.7452,56.9988,41.4576
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",13123.5067,13.1235,0.12714505,13124.6697,0.253,0.0004,0.1943,0.0132,0.0005,0.0224,53.5058,38.211,0.253,0.2381,0.1943,73.3479,15504.3279,124.5164,42.755,33.5923
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",13179.8825,13.1799,0.09579039,13180.5132,0.2677,0.0005,0.0351,0.0173,0.0006,0.0245,76.6038,48.8433,0.2677,0.2792,0.0351,96.0861,18568.7162,136.2671,60.9237,43.2997
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",8947.6172,8.9476,0.06407833,8948.1795,0.2667,0.0005,0.0578,0.0167,0.0006,0.0242,73.8556,47.403,0.2667,0.2651,0.0578,92.9928,18131.0525,134.6516,58.7086,41.9838
