model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"GRU-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",191.9921,0.192,0.50857067,192.5915,0.3864,0.0004,0.2884,0.0129,0.0004,0.0211,56.5707,38.2641,0.3864,0.1815,0.2884,71.6709,13692.8673,117.0165,44.7975,33.5531
"GRU-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",172.7388,0.1727,0.47761774,173.2542,0.3812,0.0003,0.3145,0.0118,0.0004,0.0207,50.4363,34.9881,0.3812,0.1584,0.3145,65.6779,13192.3206,114.8578,40.0258,30.586
"GRU-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",174.7276,0.1747,0.51128411,175.2783,0.3953,0.0004,0.2256,0.0148,0.0005,0.022,68.2765,43.8138,0.3953,0.2278,0.2256,82.2461,14902.9003,122.0774,53.8203,38.6263
"GRU-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",143.6166,0.1436,0.39526153,144.0609,0.4129,0.0004,0.3033,0.0128,0.0004,0.0208,57.0735,38.454,0.4129,0.1805,0.3033,71.3152,13407.0947,115.789,45.1808,33.7
"GRU-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",143.9351,0.1439,0.38363934,144.3952,0.4125,0.0003,0.3287,0.0119,0.0004,0.0205,51.8954,35.762,0.4125,0.1607,0.3287,66.3739,12918.8997,113.6613,41.1791,31.2566
"GRU-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",142.5519,0.1426,0.38458037,142.9869,0.393,0.0004,0.2932,0.0129,0.0004,0.021,56.4171,38.1752,0.393,0.1803,0.2932,71.3959,13601.9017,116.6272,44.6915,33.4679
"GRU-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",144.2146,0.1442,0.40189242,144.676,0.4067,0.0003,0.314,0.0122,0.0004,0.0207,52.9026,36.2929,0.4067,0.1648,0.314,67.6794,13201.3894,114.8973,42.0278,31.7438
"GRU-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",142.8384,0.1428,0.61581111,143.5034,0.407,0.0003,0.3119,0.0122,0.0004,0.0207,52.9556,36.3168,0.407,0.1648,0.3119,67.7803,13241.0018,115.0696,42.0975,31.7661
"GRU-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",105.4382,0.1054,0.53052425,106.039,0.359,0.0005,0.0211,0.0189,0.0006,0.0247,89.7858,53.1714,0.359,0.3283,0.0211,104.9213,18838.0055,137.2516,70.6731,47.377
"GRU-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",108.0172,0.108,0.48584604,108.5612,0.4004,0.0003,0.33,0.0117,0.0004,0.0204,49.5248,34.6068,0.4004,0.154,0.33,64.9338,12892.6807,113.5459,39.4159,30.236
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,min,0.359,0.154,0.0211,64.9338,12892.6807,113.5459,39.4159,30.236
,,,,,,,,,,,,max,0.4129,0.3283,0.33,104.9213,18838.0055,137.2516,70.6731,47.377
,,,,,,,,,,,,mean,0.39544,0.19011,0.27307,73.39947,13988.90617,118.07936,46.39093,34.23128
,,,,,,,,,,,,std,0.016664213,0.052952105,0.093411611,12.14805963,1797.70786,7.162226711,9.46050477,5.204856808
,,,,,,,,,,,,cv,0.04214094,0.278534034,0.342079359,0.165506095,0.128509537,0.060656043,0.203930052,0.152049728
