model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",22060.1337,22.0601,0.12634635,22060.9484,0.2825,0.0005,0.0063,0.0182,0.0006,0.0249,82.7958,51.1307,0.2825,0.3026,0.0063,101.0339,19122.7122,138.2849,65.5222,45.4535
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",22247.8535,22.2479,0.10339832,22248.7489,0.2755,0.0005,-0.0249,0.019,0.0006,0.0253,88.3103,53.133,0.2755,0.3265,-0.0249,105.5331,19723.423,140.4401,69.5565,47.3433
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",19684.5548,19.6846,0.16547203,19686.4491,0.2748,0.0005,0.0827,0.0163,0.0006,0.0239,71.8995,46.267,0.2748,0.2546,0.0827,90.6735,17651.2353,132.858,57.1038,40.9494
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",22031.0546,22.0311,0.0916059,22032.3971,0.2611,0.0005,0.0066,0.0179,0.0006,0.0249,80.3561,50.682,0.2611,0.3235,0.0066,99.4637,19116.0827,138.2609,63.7261,45.0305
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",21738.4389,21.7384,0.19250798,21739.7385,0.2425,0.0006,-0.0827,0.0197,0.0007,0.026,92.934,54.5097,0.2425,0.3486,-0.0827,109.4218,20835.1072,144.3437,73.0032,48.6622
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",22161.1106,22.1611,0.19269252,22163.1943,0.2664,0.0005,0.0344,0.0175,0.0006,0.0245,80.5346,49.5839,0.2664,0.2914,0.0344,97.2591,18580.7273,136.3111,63.4106,44.0347
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",22108.7954,22.1088,0.21957397,22110.4084,0.2588,0.0005,0.086,0.0156,0.0006,0.0239,67.633,44.2519,0.2588,0.2392,0.086,86.7119,17587.5758,132.6182,53.8758,39.091
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",22171.8923,22.1719,0.15615678,22174.5284,0.2773,0.0005,0.0274,0.0176,0.0006,0.0246,79.5327,49.7107,0.2773,0.2892,0.0274,97.6383,18716.4289,136.808,62.951,44.1197
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",22024.628,22.0246,0.12207818,22026.5368,0.2478,0.0005,-0.0285,0.0182,0.0006,0.0253,80.4722,50.7117,0.2478,0.3455,-0.0285,101.3578,19791.0481,140.6807,64.1911,45.1026
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",9855.5371,9.8555,0.04317951,9857.4957,0.2628,0.0005,0.033,0.0173,0.0006,0.0246,77.6985,48.8545,0.2628,0.2815,0.033,96.2914,18609.3117,136.416,61.5599,43.3495
