model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",22055.1808,22.0552,0.1619513,22056.3901,0.2753,0.0005,-0.0006,0.0182,0.0006,0.025,81.4485,50.8196,0.2753,0.2976,-0.0006,100.9348,19254.0793,138.7591,64.69,45.1639
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",20535.0464,20.535,0.13774705,20536.0722,0.2744,0.0005,0.0187,0.0177,0.0006,0.0247,78.9774,49.8375,0.2744,0.2874,0.0187,98.5646,18884.279,137.4201,62.7874,44.2385
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",22239.277,22.2393,0.15052724,22240.437,0.2724,0.0005,0.006,0.0181,0.0006,0.0249,81.6186,50.9093,0.2724,0.2983,0.006,100.8372,19128.7282,138.3066,64.7366,45.2429
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",22485.5973,22.4856,0.14762497,22487.0003,0.2755,0.0005,0.0087,0.018,0.0006,0.0249,80.5173,50.4587,0.2755,0.2935,0.0087,99.9995,19076.2284,138.1167,63.9553,44.825
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",22155.3128,22.1553,0.15244508,22156.7501,0.2656,0.0005,0.1179,0.0153,0.0005,0.0234,65.5269,43.5949,0.2656,0.2306,0.1179,84.8418,16974.2906,130.2854,52.2026,38.4754
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",22074.6776,22.0747,0.13816476,22076.0091,0.2729,0.0005,-0.0072,0.0184,0.0006,0.0251,82.9946,51.4275,0.2729,0.3045,-0.0072,102.1198,19381.2697,139.2166,65.8086,45.7307
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",22478.6378,22.4786,0.14567804,22480.8424,0.2741,0.0005,0.0509,0.017,0.0006,0.0243,74.9514,48.0458,0.2741,0.2695,0.0509,94.6285,18264.6135,135.1466,59.6298,42.5848
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",20160.8894,20.1609,0.13858771,20162.7963,0.2673,0.0005,0.0195,0.0177,0.0006,0.0247,79.0434,49.8418,0.2673,0.2913,0.0195,98.2277,18867.5659,137.3593,62.77,44.2235
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",22763.5339,22.7635,0.13562608,22765.2938,0.2729,0.0005,0.0122,0.0178,0.0006,0.0248,79.2472,49.9349,0.2729,0.2884,0.0122,99.0058,19007.9221,137.8692,63.0257,44.3369
"GA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50-pc_0.95-pm_0.025",19952.9282,19.9529,0.08245015,19955.6562,0.2693,0.0006,-0.059,0.0193,0.0007,0.0257,86.6332,53.3833,0.2693,0.3569,-0.059,107.0419,20379.1546,142.7556,68.895,47.5885
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,min,0.2656,0.2306,-0.059,84.8418,16974.2906,130.2854,52.2026,38.4754
,,,,,,,,,,,,max,0.2755,0.3569,0.1179,107.0419,20379.1546,142.7556,68.895,47.5885
,,,,,,,,,,,,mean,0.27197,0.2918,0.01671,98.62016,18921.81313,137.52352,62.8501,44.24101
,,,,,,,,,,,,std,0.003422491,0.031184006,0.044997097,5.787255847,865.9307719,3.178577672,4.437715761,2.394814246
,,,,,,,,,,,,cv,0.012584075,0.106867738,2.692824503,0.05868228,0.045763626,0.023112975,0.070607935,0.054131093
