model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"LCBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7200.2656,7.2003,0.06902981,7201.1957,0.5048,0.0087,0.4493,0.0731,0.0163,0.1278,inf,17.4029,0.5048,0.1471,0.4493,5.9945,109.8891,10.4828,43.3075,13.8279
"LCBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7239.9131,7.2399,0.02304077,7240.6525,0.4269,0.0099,0.3675,0.0772,0.0188,0.137,inf,18.0313,0.4269,0.1555,0.3675,6.3275,126.2184,11.2347,42.4219,14.4532
"LCBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7151.6632,7.1517,0.07351923,7152.3685,0.5084,0.0084,0.4632,0.0724,0.0159,0.1262,inf,17.425,0.5084,0.1417,0.4632,5.9405,107.1051,10.3492,40.6537,13.7848
"LCBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7147.3559,7.1474,0.06839299,7148.0456,0.5547,0.0072,0.5318,0.0694,0.0139,0.1179,inf,17.253,0.5547,0.1188,0.5318,5.6917,93.4232,9.6656,33.2482,13.3151
"LCBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7158.0989,7.1581,0.03084731,7158.8176,0.5363,0.0075,0.5122,0.0706,0.0145,0.1203,inf,17.4148,0.5363,0.1239,0.5122,5.7929,97.3353,9.8659,34.4165,13.5349
"LCBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7208.3395,7.2083,0.04762244,7209.3373,0.4405,0.0096,0.3871,0.0765,0.0182,0.1349,inf,17.9655,0.4405,0.1527,0.3871,6.2696,122.3036,11.0591,41.822,14.3709
"LCBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7167.9435,7.1679,0.04495692,7168.6582,0.41,0.0103,0.3454,0.0782,0.0194,0.1394,inf,18.1322,0.41,0.1595,0.3454,6.4093,130.6166,11.4288,43.4609,14.5827
"LCBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7135.66,7.1357,0.04791331,7136.405,0.4323,0.0099,0.3718,0.0769,0.0186,0.1365,inf,17.9886,0.4323,0.1556,0.3718,6.3098,125.3504,11.196,42.6475,14.4207
"LCBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7140.6942,7.1407,0.04537416,7141.4518,0.5012,0.0091,0.4285,0.0757,0.017,0.1302,inf,17.7527,0.5012,0.1525,0.4285,6.2046,114.0307,10.6785,44.8324,14.2013
"LCBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7017.1817,7.0172,0.04143381,7018.0629,0.3899,0.0108,0.2804,0.0831,0.0214,0.1461,inf,18.4795,0.3899,0.1651,0.2804,6.814,143.6008,11.9834,50.8345,14.8741
