model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",104.7425,0.1047,0.95556235,105.7393,-0.1104,0.0195,-0.3361,0.1035,0.0396,0.1991,inf,20.2664,-0.1104,0.2371,-0.3361,8.487,266.6035,16.328,64.3979,17.0629
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",97.7737,0.0978,0.35001922,98.1674,0.2415,0.0137,0.1143,0.0869,0.0263,0.1621,inf,18.796,0.2415,0.1946,0.1143,7.1252,176.7387,13.2943,53.0677,15.4829
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",98.3626,0.0984,0.47469354,98.908,0.1516,0.0153,0.0001,0.0914,0.0297,0.1723,inf,19.2036,0.1516,0.2067,0.0001,7.4915,199.5298,14.1255,56.1654,15.9287
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",101.1716,0.1012,0.38887024,101.6089,0.3713,0.0113,0.2861,0.08,0.0212,0.1456,inf,18.1487,0.3713,0.1739,0.2861,6.556,142.4517,11.9353,47.8975,14.753
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",81.7165,0.0817,0.67173672,82.4264,0.2351,0.0138,0.1097,0.087,0.0264,0.1625,inf,18.7997,0.2351,0.1952,0.1097,7.1341,177.6535,13.3287,53.2071,15.491
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",80.0701,0.0801,0.59932184,80.7027,0.4301,0.0102,0.361,0.0774,0.019,0.1377,inf,17.973,0.4301,0.1619,0.361,6.3444,127.511,11.2921,44.7964,14.4857
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",79.0629,0.0791,0.41241479,79.5154,0.0753,0.0165,-0.0986,0.0948,0.0326,0.1806,inf,19.4892,0.0753,0.2166,-0.0986,7.7734,219.2207,14.8061,58.7993,16.2485
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",79.4086,0.0794,0.40359545,79.8368,0.1216,0.0157,-0.0326,0.0927,0.0306,0.1751,inf,19.3275,0.1216,0.2099,-0.0326,7.5998,206.05,14.3544,56.811,16.0609
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",78.6695,0.0787,0.4022398,79.1026,0.1599,0.0152,0.0048,0.0914,0.0295,0.1719,inf,19.2217,0.1599,0.2063,0.0048,7.4944,198.5887,14.0922,56.2853,15.9387
"RNN-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",76.7072,0.0767,0.4223814,77.1522,0.0496,0.017,-0.1336,0.0965,0.0336,0.1834,inf,19.6677,0.0496,0.2197,-0.1336,7.912,226.1944,15.0398,59.6459,16.4247
