model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",8071.3827,8.0714,0.06511235,8072.2314,0.5882,0.0067,0.5678,0.068,0.0128,0.1132,inf,17.679,0.5882,0.1186,0.5678,5.5729,86.2371,9.2864,36.1401,13.3348
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",8010.4616,8.0105,0.0966332,8011.2949,0.4901,0.0089,0.4434,0.0744,0.0165,0.1285,inf,17.6878,0.4901,0.15,0.4434,6.1003,111.0702,10.539,42.758,14.1271
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7854.0463,7.854,0.09593725,7854.8753,0.4985,0.0087,0.4333,0.0787,0.0168,0.1297,inf,18.4382,0.4985,0.1388,0.4333,6.4569,113.078,10.6338,38.8213,14.6301
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7790.3295,7.7903,0.04757953,7791.0106,0.5742,0.0071,0.5459,0.0703,0.0135,0.1161,inf,17.4851,0.5742,0.1238,0.5459,5.7676,90.6043,9.5186,35.4303,13.6093
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7863.9326,7.8639,0.03638077,7864.8745,0.4109,0.0076,0.4021,0.0785,0.0177,0.1332,inf,22.1568,0.4109,0.341,0.4021,6.4358,119.3017,10.9225,25.7412,18.4087
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7969.3847,7.9694,0.05101514,7970.2036,-1.5706,0.0361,-1.9886,0.1566,0.0887,0.2978,inf,25.3031,-1.5706,0.3169,-1.9886,12.8396,596.3516,24.4203,72.9831,21.9506
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7730.1714,7.7302,0.05495834,7730.8907,0.4981,0.0086,0.4508,0.0735,0.0163,0.1277,inf,17.5087,0.4981,0.1444,0.4508,6.0291,109.5805,10.4681,41.006,13.9096
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7811.9761,7.812,0.05116749,7812.9133,0.288,0.0076,0.2866,0.0864,0.0212,0.1455,inf,23.1069,0.288,0.3937,0.2866,7.0858,142.3496,11.931,38.4609,18.6809
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",7858.4706,7.8585,0.05827141,7859.4057,0.2374,0.0116,0.2199,0.089,0.0232,0.1522,inf,19.8667,0.2374,0.1617,0.2199,7.2956,155.6606,12.4764,41.9227,15.9286
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",5246.4769,5.2465,0.02869034,5246.8489,0.3155,0.0101,0.3027,0.0908,0.0207,0.1439,inf,20.2572,0.3155,0.1403,0.3027,7.4422,139.1507,11.7962,36.424,16.1314
