model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",31115.2891,31.1153,0.24217606,31116.1247,0.1102,0.0177,0.1018,0.1332,0.0374,0.1935,101.794,49.0443,0.1102,0.3425,0.1018,3.44,24.9703,4.997,96.8736,48.531
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",30601.8108,30.6018,0.18822122,30602.6973,0.279,0.0136,0.2692,0.1161,0.0305,0.1745,74.7854,43.2717,0.279,0.239,0.2692,2.9996,20.3181,4.5076,71.3999,42.7506
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",32268.2835,32.2683,0.18272376,32269.3289,0.1399,0.0169,0.1354,0.1323,0.036,0.1898,85.2008,48.8336,0.1399,0.3024,0.1354,3.4185,24.0371,4.9028,81.4826,48.2759
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",28113.2178,28.1132,0.17971063,28114.6259,0.1173,0.0181,0.071,0.1338,0.0387,0.1968,89.6254,49.7501,0.1173,0.3222,0.071,3.4569,25.8279,5.0821,85.4618,49.2053
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",27564.0059,27.564,0.15786839,27565.3295,0.2944,0.0137,0.256,0.1151,0.031,0.1761,51.4457,42.6208,0.2944,0.2004,0.256,2.9736,20.6832,4.5479,49.8467,42.0078
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",32014.0335,32.014,0.28831339,32015.7159,0.0949,0.0193,0.017,0.1373,0.041,0.2024,87.8065,51.1262,0.0949,0.337,0.017,3.5467,27.3271,5.2275,83.7326,50.5644
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",32946.6769,32.9467,0.33977771,32948.4414,0.2332,0.0149,0.2298,0.1234,0.0321,0.1791,89.8863,46.2702,0.2332,0.2887,0.2298,3.1869,21.4118,4.6273,85.6146,45.7524
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",33458.2593,33.4583,0.17909098,33459.7473,0.1875,0.0163,0.1485,0.1263,0.0355,0.1884,80.0177,47.4948,0.1875,0.2852,0.1485,3.2616,23.6729,4.8655,76.426,46.9443
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",33720.436,33.7204,0.27114534,33722.3006,0.2917,0.0134,0.2878,0.1161,0.0297,0.1723,80.5027,43.8037,0.2917,0.2518,0.2878,2.9997,19.7988,4.4496,76.7795,43.2877
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",32936.755,32.9368,0.19114637,32940.2292,0.1421,0.017,0.1258,0.1298,0.0364,0.1909,93.6281,48.2472,0.1421,0.3185,0.1258,3.3531,24.3043,4.9299,89.1996,47.7237
