model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"AEO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",62784.7012,62.7847,0.18877125,62785.3412,0.4148,0.0108,0.4133,0.1035,0.0244,0.1564,56.8667,38.3244,0.4148,0.1722,0.4133,2.6731,16.3101,4.0386,54.6801,37.7998
"AEO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",63377.469,63.3775,0.20337939,63378.3783,0.4023,0.011,0.4016,0.1041,0.0249,0.1579,58.2852,38.4976,0.4023,0.1762,0.4016,2.6889,16.6372,4.0789,56.0077,37.9743
"AEO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",61388.7746,61.3888,0.23299837,61390.3367,0.3841,0.0113,0.3841,0.1061,0.0257,0.1602,59.0896,38.8727,0.3841,0.1793,0.3841,2.7408,17.1237,4.1381,56.805,38.3479
"AEO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",62426.2108,62.4262,0.19460964,62427.7162,0.409,0.0108,0.4065,0.1033,0.0247,0.1573,56.3735,38.2811,0.409,0.1718,0.4065,2.6675,16.5006,4.0621,54.2171,37.7554
"AEO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",63149.0244,63.149,0.22280192,63150.5293,0.4137,0.0108,0.4132,0.1031,0.0244,0.1564,57.7952,38.1382,0.4137,0.174,0.4132,2.6636,16.3125,4.0389,55.5447,37.6185
"AEO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",37684.9769,37.685,0.09190845,37687.5397,0.385,0.0112,0.3814,0.1055,0.0258,0.1606,56.431,38.921,0.385,0.1778,0.3814,2.726,17.1978,4.147,54.3007,38.3822
"AEO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",18166.7856,18.1668,0.057091,18167.3806,0.4213,0.0107,0.4198,0.1025,0.0242,0.1555,56.1079,38.103,0.4213,0.1726,0.4198,2.6488,16.1302,4.0162,53.9717,37.5778
"AEO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",18635.8671,18.6359,0.07839584,18636.5484,0.4034,0.0109,0.4016,0.1037,0.0249,0.1579,56.9225,38.3341,0.4034,0.1728,0.4016,2.6787,16.635,4.0786,54.7267,37.8097
"AEO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",14991.8802,14.9919,0.04178405,14992.5533,0.399,0.011,0.3983,0.1049,0.0251,0.1583,58.6941,38.6231,0.399,0.1769,0.3983,2.7093,16.7269,4.0899,56.3841,38.102
"AEO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",15889.9575,15.89,0.04755497,15890.7146,0.3717,0.0114,0.3715,0.1062,0.0262,0.1618,58.7989,38.8135,0.3717,0.179,0.3715,2.7427,17.4742,4.1802,56.5311,38.2896
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,min,0.3717,0.1718,0.3715,2.6488,16.1302,4.0162,53.9717,37.5778
,,,,,,,,,,,,max,0.4213,0.1793,0.4198,2.7427,17.4742,4.1802,56.805,38.3822
,,,,,,,,,,,,mean,0.40043,0.17526,0.39913,2.69394,16.70482,4.08685,55.31689,37.96572
,,,,,,,,,,,,std,0.015762547,0.002913265,0.015623632,0.033642473,0.434866896,0.053051992,1.062615869,0.300039089
,,,,,,,,,,,,cv,0.039364051,0.01662253,0.03914422,0.012488204,0.02603242,0.012981145,0.01920961,0.007902895
