model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",10978.2838,10.9783,0.12029195,10979.1533,0.4868,0.009,0.4302,0.0764,0.0169,0.13,inf,18.0209,0.4868,0.1501,0.4302,6.2661,113.6926,10.6627,42.7261,14.3983
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",10974.6681,10.9747,0.08419371,10975.514,0.4935,0.0085,0.4594,0.0738,0.016,0.1267,inf,17.7797,0.4935,0.1393,0.4594,6.0477,107.8798,10.3865,38.3119,14.0604
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11510.4012,11.5104,0.1059525,11511.2903,0.1552,0.0147,0.0409,0.0898,0.0285,0.1687,inf,19.0785,0.1552,0.2013,0.0409,7.3634,191.3877,13.8343,53.7562,15.7862
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11552.8072,11.5528,0.07387114,11553.9772,0.5896,0.0062,0.5799,0.0668,0.0125,0.1117,inf,17.6022,0.5896,0.0988,0.5799,5.4744,83.8296,9.1559,27.4013,12.7838
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11207.1093,11.2071,0.07421088,11208.2257,0.3432,0.0113,0.2794,0.0833,0.0214,0.1462,inf,18.6488,0.3432,0.1741,0.2794,6.8313,143.7924,11.9913,49.5431,15.171
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11292.2126,11.2922,0.06415772,11293.8292,0.3201,0.0123,0.2097,0.0842,0.0235,0.1531,inf,18.6342,0.3201,0.1808,0.2097,6.9056,157.6923,12.5576,49.881,15.2186
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11517.3288,11.5173,0.08334517,11518.6748,0.0219,0.0172,-0.1541,0.0983,0.0343,0.1851,inf,19.9223,0.0219,0.22,-0.1541,8.061,230.3025,15.1757,58.8149,16.6534
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11651.4721,11.6515,0.10736871,11653.1765,0.3114,0.0117,0.2413,0.0835,0.0225,0.1501,inf,18.7264,0.3114,0.1737,0.2413,6.8459,151.3913,12.3041,47.4932,15.2141
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11072.9408,11.0729,0.07159162,11074.7406,0.3352,0.0116,0.2614,0.0816,0.0219,0.1481,inf,18.3971,0.3352,0.1744,0.2614,6.6941,147.3854,12.1402,47.1429,14.9694
"SSDO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11724.5373,11.7245,0.05199099,11727.8579,0.5078,0.0082,0.4869,0.0732,0.0152,0.1234,inf,17.5574,0.5078,0.1426,0.4869,6.0028,102.3769,10.1181,41.0591,13.946
