model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"EO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",10855.8629,10.8559,0.09450054,10856.501,0.622,0.0064,0.5878,0.0665,0.0122,0.1106,inf,16.651,0.622,0.1208,0.5878,5.4563,82.2453,9.0689,37.0307,12.8998
"EO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",10876.6957,10.8767,0.0745995,10877.3449,0.5955,0.0069,0.5621,0.0681,0.013,0.114,inf,16.9477,0.5955,0.1255,0.5621,5.5865,87.3772,9.3476,37.1624,13.211
"EO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",10875.5297,10.8755,0.07462573,10876.4278,0.5921,0.0069,0.5547,0.0681,0.0132,0.115,inf,16.8111,0.5921,0.1267,0.5547,5.5822,88.8546,9.4263,38.7447,13.1078
"EO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11540.5533,11.5406,0.07910919,11541.3281,0.5747,0.0072,0.5419,0.0692,0.0136,0.1166,inf,17.0243,0.5747,0.1311,0.5419,5.675,91.4145,9.5611,39.2992,13.3477
"EO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11317.5052,11.3175,0.09313703,11318.7789,0.6009,0.0071,0.5584,0.07,0.0131,0.1145,inf,17.235,0.6009,0.1307,0.5584,5.7422,88.1089,9.3866,38.6283,13.5482
"EO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11398.8702,11.3989,0.07716131,11400.4977,0.5258,0.0083,0.4721,0.0736,0.0157,0.1252,inf,17.5593,0.5258,0.1423,0.4721,6.0334,105.3386,10.2635,42.1108,13.9087
"EO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11650.636,11.6506,0.09754372,11652.5337,0.5685,0.0075,0.5297,0.0713,0.014,0.1181,inf,17.4814,0.5685,0.1347,0.5297,5.8483,93.8474,9.6875,38.1859,13.8029
"EO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11848.5921,11.8486,0.07516265,11850.4889,0.6157,0.0064,0.5887,0.0663,0.0122,0.1105,inf,16.6501,0.6157,0.1185,0.5887,5.4345,82.0803,9.0598,36.2793,12.8483
"EO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",11444.4817,11.4445,0.06126881,11447.2297,0.5832,0.0072,0.543,0.0694,0.0136,0.1165,inf,17.0745,0.5832,0.1308,0.543,5.6895,91.1927,9.5495,39.0686,13.386
"EO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_8-ks_2-ps_2--ep_1000-ps_50",12081.3979,12.0814,0.08649349,12083.779,0.5578,0.0074,0.5238,0.0703,0.0141,0.1189,inf,17.2242,0.5578,0.1286,0.5238,5.7684,95.0258,9.7481,37.1571,13.4621
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,min,0.5258,0.1185,0.4721,5.4345,82.0803,9.0598,36.2793,12.8483
,,,,,,,,,,,,max,0.622,0.1423,0.5887,6.0334,105.3386,10.2635,42.1108,13.9087
,,,,,,,,,,,,mean,0.58362,0.12897,0.54622,5.68163,90.54853,9.50989,38.3667,13.35225
,,,,,,,,,,,,std,0.028542319,0.006791343,0.033836627,0.180618555,6.752551737,0.350553167,1.655969581,0.350036377
,,,,,,,,,,,,cv,0.048905657,0.052658312,0.061946884,0.031789919,0.074573842,0.036861958,0.043161637,0.026215535
