model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",19200.4559,19.2005,0.15663004,19201.0946,0.2931,0.0124,0.2903,0.1077,0.0296,0.172,58.6618,40.1476,0.2931,0.1944,0.2903,2.7821,19.7311,4.442,56.414,39.576
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",19396.6589,19.3967,0.13832855,19398.1228,0.2141,0.0132,0.2138,0.1109,0.0328,0.181,60.0917,39.16,0.2141,0.1876,0.2138,2.8657,21.8564,4.6751,57.8216,38.6344
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",19545.8703,19.5459,0.10541439,19546.8357,0.3745,0.0114,0.3738,0.106,0.0261,0.1615,57.0522,38.543,0.3745,0.1762,0.3738,2.7373,17.4096,4.1725,54.9096,38.0208
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",19294.7416,19.2947,0.11453485,19295.5932,0.2658,0.0125,0.259,0.1085,0.0309,0.1757,56.2854,40.082,0.2658,0.2139,0.259,2.8035,20.5995,4.5387,54.2093,39.4768
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",19459.2206,19.4592,0.13185763,19460.3252,0.359,0.0115,0.3565,0.1058,0.0268,0.1638,56.3514,38.5184,0.359,0.1747,0.3565,2.7338,17.8909,4.2298,54.2423,37.993
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",19243.1995,19.2432,0.11383843,19244.4006,0.4515,0.0104,0.45,0.1023,0.0229,0.1514,56.624,38.5816,0.4515,0.1753,0.45,2.6433,15.2904,3.9103,54.4728,38.049
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",19336.2093,19.3362,0.1013689,19337.3446,-0.5938,0.017,-0.6144,0.1221,0.0673,0.2594,59.1819,40.8732,-0.5938,0.3132,-0.6144,3.1538,44.8826,6.6995,56.9987,40.3475
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",18962.9533,18.963,0.1344316,18964.1782,0.2433,0.0126,0.243,0.1112,0.0315,0.1776,57.7342,38.9557,0.2433,0.1808,0.243,2.8727,21.0444,4.5874,55.5993,38.4298
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",19430.8542,19.4309,0.13034606,19432.2437,0.3446,0.0118,0.3444,0.1078,0.0273,0.1653,58.9098,39.196,0.3446,0.1817,0.3444,2.7855,18.2265,4.2693,56.6547,38.6676
"MVO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",11379.4788,11.3795,0.05970621,11380.1013,-0.0765,0.0131,-0.0765,0.112,0.0449,0.2118,57.6392,38.6295,-0.0765,0.1784,-0.0765,2.8927,29.9284,5.4707,55.4715,38.1089
