model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",18820.8996,18.8209,0.13018322,18821.2414,0.3605,0.0117,0.3587,0.1073,0.0267,0.1635,60.6739,39.5842,0.3605,0.1875,0.3587,2.7716,17.8295,4.2225,58.2506,39.0575
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",18723.2444,18.7232,0.16811752,18724.0274,-0.2599,0.0154,-0.2701,0.1232,0.0529,0.23,67.7491,43.2752,-0.2599,0.278,-0.2701,3.1818,35.309,5.9421,64.984,42.7386
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",18413.6721,18.4137,0.15173531,18414.9517,0.1775,0.0154,0.1775,0.1248,0.0343,0.1851,67.5264,44.8481,0.1775,0.246,0.1775,3.2238,22.8666,4.7819,64.9803,44.2617
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",18330.2286,18.3302,0.10053563,18331.2606,0.3336,0.0122,0.3291,0.1085,0.028,0.1672,58.1222,39.5197,0.3336,0.1898,0.3291,2.8026,18.6519,4.3188,55.9636,38.9787
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",18787.3896,18.7874,0.1321063,18788.2217,0.431,0.0105,0.429,0.1025,0.0238,0.1543,57.3939,38.425,0.431,0.1743,0.429,2.648,15.875,3.9843,55.1381,37.8997
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",18662.6345,18.6626,0.14783382,18663.6771,0.4297,0.0106,0.428,0.1041,0.0238,0.1544,58.436,39.0913,0.4297,0.1784,0.428,2.688,15.9031,3.9879,56.1686,38.5597
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",18605.1889,18.6052,0.16733551,18606.4555,0.1331,0.0168,0.1268,0.1292,0.0364,0.1907,86.5853,47.5965,0.1331,0.2971,0.1268,3.3366,24.2743,4.9269,82.648,47.0619
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",18275.7194,18.2757,0.1048646,18277.0217,0.1756,0.0137,0.1746,0.1155,0.0344,0.1854,70.5184,41.5832,0.1756,0.2205,0.1746,2.9846,22.9454,4.7901,67.5163,41.063
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",18391.8536,18.3919,0.14585471,18393.2278,0.2881,0.0132,0.288,0.115,0.0297,0.1722,59.023,41.6112,0.2881,0.2095,0.288,2.9708,19.7935,4.449,56.9611,41.0475
"WOA_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50",13397.0652,13.3971,0.07557178,13398.108,0.4229,0.0107,0.4189,0.1031,0.0242,0.1556,57.458,38.7332,0.4229,0.1756,0.4189,2.663,16.1543,4.0192,55.2074,38.2037
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,min,-0.2599,0.1743,-0.2701,2.648,15.875,3.9843,55.1381,37.8997
,,,,,,,,,,,,max,0.431,0.2971,0.429,3.3366,35.309,5.9421,82.648,47.0619
,,,,,,,,,,,,mean,0.24921,0.21567,0.24605,2.92708,20.96026,4.54227,61.7818,40.8872
,,,,,,,,,,,,std,0.210830977,0.044304654,0.212977919,0.25172827,5.920469339,0.60364231,8.674334763,3.009839662
,,,,,,,,,,,,cv,0.845997261,0.205427985,0.865587965,0.085999792,0.282461636,0.132894414,0.140402752,0.07361325
