model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",24143.0161,24.143,0.14263439,24144.0478,0.4066,0.011,0.4065,0.1054,0.0247,0.1573,58.5317,38.7892,0.4066,0.1769,0.4065,2.7229,16.4989,4.0619,56.2928,38.2628
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",24410.4475,24.4104,0.16761875,24411.2061,0.3899,0.0111,0.388,0.1048,0.0255,0.1597,56.2498,38.3743,0.3899,0.1734,0.388,2.7068,17.0141,4.1248,54.1355,37.849
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",24285.4724,24.2855,0.11036301,24286.6589,0.4192,0.0107,0.4155,0.1033,0.0244,0.1561,55.8296,38.5686,0.4192,0.1723,0.4155,2.6688,16.2499,4.0311,53.7384,38.0341
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",24174.6871,24.1747,0.08587003,24175.4639,0.4435,0.0103,0.4408,0.1023,0.0233,0.1527,56.2617,38.1525,0.4435,0.1696,0.4408,2.6436,15.5476,3.943,54.1049,37.6272
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",24558.5941,24.5586,0.12876415,24559.5277,0.4255,0.0106,0.4241,0.1027,0.024,0.1549,55.7878,38.0718,0.4255,0.1699,0.4241,2.6538,16.0112,4.0014,53.7037,37.5462
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",24373.3126,24.3733,0.11048436,24374.4999,0.3721,0.0114,0.3717,0.1065,0.0262,0.1618,57.4598,38.7505,0.3721,0.1776,0.3717,2.7513,17.4674,4.1794,55.3147,38.2222
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",24081.6022,24.0816,0.11482453,24082.6603,0.3742,0.0114,0.3733,0.1063,0.0261,0.1616,57.8165,38.8026,0.3742,0.1777,0.3733,2.7446,17.4216,4.1739,55.622,38.2743
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",19484.491,19.4845,0.06781244,19485.6437,0.423,0.0107,0.4211,0.103,0.0241,0.1553,55.2177,38.0652,0.423,0.171,0.4211,2.6616,16.0931,4.0116,53.1864,37.5407
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",7258.4525,7.2585,0.02269959,7258.645,0.404,0.0109,0.4034,0.1045,0.0249,0.1577,56.6894,38.3854,0.404,0.1724,0.4034,2.6999,16.5849,4.0725,54.5647,37.8596
"SBO_CNN-hs_([7], True)-ac_('elu', 'elu')--fs_16-ks_2-ps_2--ep_1000-ps_50-alpha_0.94-pm_0.05-z_0.02",4072.9768,4.073,0.02194643,4073.0837,0.367,0.0115,0.3668,0.1071,0.0264,0.1624,57.6515,39.0353,0.367,0.1784,0.3668,2.766,17.6046,4.1958,55.5103,38.5003
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,min,0.367,0.1696,0.3668,2.6436,15.5476,3.943,53.1864,37.5407
,,,,,,,,,,,,max,0.4435,0.1784,0.4408,2.766,17.6046,4.1958,56.2928,38.5003
,,,,,,,,,,,,mean,0.4025,0.17392,0.40112,2.70193,16.64933,4.07954,54.61734,37.97164
,,,,,,,,,,,,std,0.025974902,0.003421111,0.025237089,0.043809767,0.701424966,0.08596687,1.013935941,0.339195307
,,,,,,,,,,,,cv,0.064533919,0.019670601,0.062916556,0.016214249,0.042129321,0.021072687,0.01856436,0.008932859
